Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,diabetic_retinopathy
0.058866961,0.122298343,0.344682643,0.043089091,0.92663971,0.011572568,1
0.1191982,0.231293551,0.215947523,0.087076883,0.701911039,0.026607748,2
0.072349124,0.192881143,0.205107634,0.034228023,0.754006562,0.008963613,1
0.0847606,0.204062869,0.209045344,0.076662026,0.765101264,0.029559359,2
0.075699462,0.15663501,0.251058397,0.077216941,0.894806304,0.022762684,1
0.116688698,0.236961674,0.190070191,0.021833915,0.693363924,0.005509054,2
0.297786193,0.377689197,0.426970109,0.467234928,0.551512038,0.287612447,2
0.113607194,0.250616648,0.250884393,0.225410825,0.788792303,0.092892768,2
0.122395137,0.210941261,0.274284796,0.178445949,0.840258992,0.066536716,2
0.095036258,0.221925598,0.181459048,0.044871797,0.673076859,0.012124171,2
0.109708758,0.192098321,0.322123555,0.193273189,0.878115041,0.07414359,1
0.076886452,0.175474487,0.294614353,0.235038192,0.840181712,0.097673009,1
0.1349408,0.240891829,0.247223035,0.070068729,0.645050327,0.020283454,1
0.127937205,0.243590878,0.210869829,0.039301055,0.644756952,0.01044512,1
0.036596546,0.111241113,0.344224839,0.042581122,0.912169492,0.011420417,1
0.042305685,0.127112619,0.366212973,0.044167314,0.875272229,0.011903464,1
0.118795833,0.238120378,0.200115287,0.037564779,0.669655726,0.009933826,1
0.171242013,0.30490309,0.144615223,0.051655785,0.592046954,0.014221328,1
0.095241029,0.215115134,0.210941225,0.031927385,0.723119999,0.0083015,1
0.07432559,0.160795303,0.339479586,0.184809898,0.911082969,0.069695782,1
0.084252987,0.202219498,0.243200931,0.102801985,0.736114758,0.034498025,2
0.045107851,0.111634623,0.295472953,0.184668905,0.958380426,0.069622928,1
0.081532677,0.204201472,0.189531763,0.023622256,0.76585759,0.006366763,2
0.105680441,0.219240035,0.221493324,0.170908686,0.772461457,0.062646268,2
0.205555465,0.277149348,0.290793183,0.203559606,0.688186595,0.079710665,1
0.064723717,0.161596707,0.249049856,0.054727147,0.834310131,0.017145686,2
0.042963676,0.147185635,0.283806998,0.032738943,0.727833712,0.008537643,1
0.081832664,0.146097574,0.369109556,0.174374446,0.900841469,0.064372121,2
0.284524108,0.394173056,0.265167963,0.294513021,0.597102704,0.136563622,2
0.043731392,0.136710744,0.2483271,0.010074307,0.818885304,0.002475547,2
0.142346157,0.170198415,0.624247188,0.628812336,0.760900345,0.450498163,1
0.132532435,0.22278136,0.252875228,0.083161514,0.743544669,0.025040021,2
0.043069572,0.112902124,0.332308916,0.121224126,0.959588438,0.039819962,2
0.163286549,0.294704115,0.17359835,0.084540445,0.578391924,0.02561232,2
0.026910649,0.113895751,0.307649817,0.044936617,0.844685607,0.012144606,2
0.157440065,0.198721648,0.516673776,0.503823906,0.75730678,0.312843192,1
0.055760265,0.145538191,0.310883222,0.152620204,0.926828346,0.05380016,2
0.055621105,0.167466394,0.196895559,0.016956265,0.799673627,0.004212117,2
0.090761386,0.203135932,0.226158371,0.152924959,0.807171963,0.054006175,2
0.071128887,0.186348739,0.219907559,0.036492513,0.746676875,0.009620961,2
0.100875719,0.220974854,0.20662039,0.062000404,0.762841281,0.01791375,2
0.083266374,0.193276114,0.24160214,0.044740294,0.759194877,0.014159039,2
0.119056365,0.250953527,0.18089989,0.072903555,0.641321726,0.021262533,1
0.262992271,0.282221491,0.46873551,0.40943461,0.67697441,0.227491103,2
0.071739148,0.175290739,0.228473284,0.054866039,0.830646994,0.019148234,2
0.092049364,0.207628449,0.222295298,0.039741741,0.787678914,0.010570865,1
0.128731245,0.253206292,0.214330012,0.062262449,0.651397406,0.01764995,1
0.088489908,0.146361586,0.236844435,0.045845204,0.858397357,0.012408055,1
0.096971166,0.205772676,0.258919659,0.032763245,0.745256565,0.008540956,1
0.17873546,0.3048814,0.22460781,0.165872995,0.604136793,0.060176959,1
0.083152186,0.187646043,0.256955094,0.035774416,0.761164896,0.009408942,1
0.131879241,0.220908421,0.278280757,0.207347557,0.842533387,0.081772758,1
0.247766584,0.361572703,0.222469856,0.213198415,0.612119892,0.09334014,2
0.247765321,0.334821331,0.204744106,0.157568476,0.572232531,0.056162406,1
0.043187789,0.12778933,0.296850581,0.103142987,0.914494917,0.035355476,2
0.173362997,0.309140154,0.202644853,0.080023161,0.463481394,0.023779739,1
0.067379613,0.161443349,0.328586024,0.052904569,0.80753768,0.014705949,2
0.034503287,0.13004403,0.312109892,0.048658516,0.830649049,0.013278978,2
0.099997887,0.233305129,0.169898464,0.050496866,0.678320249,0.013944714,2
0.19830022,0.342531741,0.15110527,0.095525846,0.584561683,0.029642603,2
0.124059599,0.247477243,0.163758643,0.048372461,0.636245404,0.013193449,1
0.129510241,0.234044755,0.22768872,0.090487984,0.728517274,0.027604964,1
0.164533306,0.254522087,0.355781779,0.329183911,0.657208831,0.186615342,2
0.11094386,0.236023902,0.221893542,0.064166158,0.615470677,0.018284957,1
0.074626895,0.146367609,0.341586093,0.059412822,0.879229763,0.017192127,2
0.058152151,0.170271903,0.241411469,0.018621935,0.776284969,0.004645273,1
0.076701704,0.19313112,0.208456505,0.019762177,0.761465704,0.005115231,2
0.070201603,0.163037375,0.301624211,0.152117314,0.890898384,0.05365954,2
0.112417886,0.2188228,0.2506208,0.071483435,0.724458395,0.020767837,1
0.089770776,0.212495871,0.200723224,0.031498011,0.653884834,0.00817965,1
0.05531083,0.156489741,0.264610038,0.017825776,0.826195792,0.004437854,1
0.150131627,0.269691118,0.252896153,0.137379313,0.762540535,0.046832607,1
0.090103722,0.212688619,0.187999276,0.049595073,0.697207196,0.013940112,2
0.140625141,0.278702798,0.139119274,0.037761119,0.607094214,0.01008358,2
0.155322925,0.257302124,0.229071784,0.061210974,0.638799276,0.017299931,1
0.075761807,0.149663299,0.426617096,0.389622704,0.851887865,0.207933985,1
0.104972512,0.224373922,0.278452498,0.085798261,0.683826043,0.025869655,1
0.125054836,0.213501014,0.275365901,0.183774799,0.844074521,0.069170208,2
0.18653478,0.298532894,0.232943875,0.174269583,0.544540361,0.064336786,1
0.108207687,0.225010607,0.200584164,0.163633153,0.813911804,0.059203169,2
0.100125816,0.224701256,0.204935847,0.042508788,0.706408228,0.011402573,1
0.079280442,0.171686584,0.285545752,0.234174062,0.898995191,0.097532728,2
0.072246842,0.167827787,0.248666813,0.078053664,0.844781115,0.023062986,1
0.192270024,0.269906189,0.369568033,0.329951167,0.652173714,0.161054781,1
0.124115453,0.229797021,0.255386339,0.101303278,0.716649961,0.032334853,2
0.121508974,0.274185847,0.172705631,0.075244995,0.627068153,0.022081687,1
0.133157943,0.211084327,0.437054964,0.408904853,0.735527526,0.224257694,1
0.074274843,0.164325687,0.354441285,0.202394851,0.748859498,0.079065256,1
0.160879443,0.265674145,0.158351745,0.095471576,0.781828009,0.029485148,1
0.065192006,0.170330735,0.226084046,0.035508396,0.746236932,0.009331448,1
0.17580472,0.295107933,0.330966683,0.35891115,0.659928439,0.183199905,2
0.037126115,0.092961809,0.397131257,0.183779209,0.951963953,0.070170088,2
0.107186071,0.225627199,0.317355649,0.220817739,0.700558115,0.089381401,1
0.18841034,0.309594818,0.142903317,0.081534657,0.612975943,0.026002384,2
0.053551968,0.130911086,0.277364927,0.069106346,0.875842818,0.021985702,2
0.047023775,0.123203127,0.211956366,0.094531108,0.908314366,0.029120352,1
0.084295375,0.199232881,0.213167224,0.045935183,0.728599291,0.012664557,2
0.054034595,0.130739318,0.284170614,0.152515937,0.938468804,0.053753576,2
0.047086839,0.13966176,0.261465922,0.111369193,0.91157272,0.038115407,2
0.08349531,0.186917396,0.224140476,0.058667106,0.810764813,0.016529513,2
0.14949345,0.260854038,0.397623338,0.391375241,0.672431576,0.210072637,2
0.063477989,0.160301985,0.306089227,0.191649505,0.876801755,0.073455675,2
0.068558318,0.168402256,0.268875538,0.05549028,0.817782367,0.017254215,2
0.133669619,0.263527766,0.187447394,0.188015754,0.785340282,0.071374217,1
0.0910967,0.180361292,0.300339074,0.127675578,0.784681881,0.04295316,2
0.17340656,0.264359609,0.279318035,0.203298582,0.762712895,0.07955136,1
0.052735485,0.164631898,0.22330593,0.043398263,0.715946526,0.011667476,1
0.094867799,0.210353063,0.213171245,0.043473209,0.75057795,0.013188037,2
0.128299317,0.246874345,0.21622583,0.051769535,0.693464539,0.01425545,1
0.096524497,0.217934584,0.232103982,0.033823661,0.753230217,0.008842639,1
0.028733341,0.12491261,0.275928036,0.037837379,0.836128212,0.010009794,1
0.096593055,0.187222845,0.302791079,0.161515421,0.87087555,0.058037769,1
0.038640158,0.129487392,0.329927558,0.052173432,0.80868816,0.014378602,1
0.278013858,0.404895954,0.129907005,0.051451376,0.391026619,0.014163279,1
0.043276445,0.138940233,0.272189356,0.026596448,0.812270347,0.006807681,1
0.050703983,0.130163303,0.266220745,0.044815936,0.908385535,0.012110579,2
0.130186874,0.221307417,0.282510669,0.25606084,0.839687664,0.110551176,2
0.068859113,0.161924458,0.250864875,0.051901287,0.844133303,0.014361869,2
0.074190649,0.179830809,0.187362693,0.012893919,0.818074291,0.003157578,2
0.055658715,0.141959983,0.335316186,0.153545796,0.887267679,0.054254057,2
0.097405841,0.218444074,0.201603898,0.036193706,0.66153582,0.009531797,1
0.235894384,0.253842175,0.435644428,0.342263585,0.738378959,0.202496715,2
0.254196004,0.379893439,0.225322151,0.189778224,0.558605783,0.072316088,1
0.072891384,0.186493748,0.221204502,0.047741722,0.747523861,0.012997944,1
0.144318312,0.259723877,0.211563116,0.031236636,0.658893208,0.00810673,1
0.046699483,0.114439204,0.342816031,0.151327225,0.94419361,0.053194108,1
0.110531602,0.219988487,0.244542869,0.062204127,0.713563965,0.021062396,2
0.078896529,0.179684784,0.236334085,0.054996291,0.843914927,0.015276905,1
0.149443117,0.246718885,0.277454596,0.242744584,0.797307461,0.102309348,1
0.037113942,0.104851144,0.372560993,0.107698131,0.97260399,0.034261153,1
0.061949149,0.148478756,0.329102644,0.161337184,0.935648308,0.057949611,1
0.082143965,0.196096493,0.236355493,0.047423197,0.743990261,0.012900208,1
0.128050288,0.210228277,0.336663144,0.244992532,0.7842751,0.103676151,1
0.11558562,0.178382086,0.504136511,0.484967893,0.813621775,0.294145261,1
0.042928191,0.094327956,0.396493553,0.129070205,0.977692035,0.043173343,1
0.062297413,0.149955907,0.306276916,0.05436529,0.861633673,0.015855536,2
0.052424434,0.162067143,0.27639526,0.027661507,0.710805027,0.007108131,1
0.174150552,0.290181997,0.152929163,0.085905001,0.703438464,0.026724635,2
0.081368128,0.21111336,0.220561155,0.051510449,0.616923202,0.014177375,1
0.127240292,0.248695672,0.215341858,0.114372883,0.667468508,0.038074557,2
0.049595809,0.13628979,0.302156308,0.163166946,0.903420069,0.058922942,2
0.058374038,0.127665989,0.316084067,0.047443035,0.904359322,0.012911312,2
0.077227099,0.193871181,0.209183587,0.053843987,0.728019489,0.014909885,1
0.042481674,0.104115056,0.397845326,0.123977877,0.963295916,0.041174219,2
0.12509104,0.243093464,0.20314388,0.077222616,0.668901155,0.022964768,2
0.082060115,0.153223138,0.318480497,0.201981043,0.89578545,0.078828442,1
0.052017396,0.152393449,0.241014519,0.01410235,0.850808428,0.003465077,1
0.045668742,0.148566702,0.238311809,0.019572487,0.840491942,0.004896466,1
0.068416648,0.144355019,0.24210592,0.0447557,0.881338353,0.012126527,2
0.127905641,0.222035238,0.242883533,0.199661816,0.839456186,0.077574691,1
0.136457092,0.283793154,0.185404441,0.153453138,0.650910506,0.054210457,1
0.13786521,0.25995008,0.168429324,0.028412831,0.71792465,0.007311412,1
0.114039145,0.239196112,0.227619132,0.074619693,0.645454891,0.022112829,2
0.061839187,0.16601141,0.292011919,0.085401441,0.774412655,0.030465807,2
0.114167783,0.243524742,0.208088707,0.083813763,0.583655328,0.025140878,1
0.139866647,0.268143997,0.182300546,0.095098843,0.591134112,0.032402604,2
0.082755298,0.190575039,0.174592856,0.010788832,0.753108417,0.002623906,1
0.087148912,0.21464815,0.243092647,0.074630978,0.658187473,0.021864942,1
0.1396413,0.233648151,0.248223047,0.100927073,0.825577982,0.031635371,2
0.050966501,0.128937436,0.269808148,0.148396024,0.938953388,0.051832897,1
0.119555604,0.258985219,0.194361314,0.059280103,0.635484656,0.016665013,1
0.135518647,0.267076753,0.195892649,0.129702417,0.662748781,0.055512457,2
0.180184315,0.282687682,0.399233958,0.406955966,0.683782727,0.222583672,2
0.150676926,0.282940211,0.168792071,0.05733274,0.598558372,0.016037575,1
0.108644778,0.198505433,0.259115461,0.200094355,0.871763267,0.077867868,2
0.135825828,0.219189188,0.304361672,0.268500638,0.785661455,0.118443631,1
0.178284494,0.283171972,0.25347271,0.247590911,0.73047611,0.10526245,1
0.105989754,0.22249046,0.21871608,0.050920002,0.730323014,0.013991716,2
0.066850733,0.170146177,0.252182227,0.054404845,0.77962356,0.015087997,1
0.06410625,0.160776858,0.26298179,0.138667754,0.861330162,0.047403344,1
0.221989982,0.273418618,0.376924652,0.296905692,0.726272342,0.13763072,2
0.172028927,0.307846271,0.32389797,0.342891644,0.640898625,0.173712003,2
0.120278319,0.196291953,0.335194615,0.162485403,0.874718531,0.058510848,1
0.188244013,0.274538478,0.40236583,0.378851461,0.623489729,0.199118964,2
0.06415833,0.176680374,0.218413433,0.023343243,0.796272038,0.005912417,1
0.034293933,0.135806504,0.235982775,0.041543557,0.916931398,0.011105596,1
0.141751414,0.281153168,0.108364513,0.029229852,0.607206321,0.007542954,1
0.248015798,0.379311844,0.271262625,0.275798108,0.604442116,0.123199936,1
0.064086419,0.162064956,0.278787547,0.133860646,0.885816969,0.04526823,2
0.420438704,0.42852726,0.40531753,0.426716394,0.449105513,0.239848407,1
0.057630784,0.148691946,0.251330721,0.062446422,0.855197751,0.017708104,1
0.106991389,0.219068694,0.242194374,0.174010052,0.74800543,0.066047696,2
0.089080063,0.201248096,0.258199003,0.096348721,0.742189772,0.029828235,1
0.141697998,0.245763459,0.208866392,0.08222438,0.732974074,0.024563663,1
0.095675074,0.196410995,0.22552663,0.142887656,0.858252684,0.049765616,2
0.034203044,0.099050651,0.388918326,0.03904985,0.916757808,0.010368083,1
0.183943787,0.310734531,0.182694393,0.075596424,0.525708966,0.022202843,1
0.216431871,0.354229847,0.133482232,0.075997087,0.517354053,0.022345476,1
0.291617049,0.324277685,0.471484735,0.497789468,0.664759006,0.306814484,1
0.414327379,0.440753908,0.455040539,0.528778699,0.513978521,0.338444876,1
0.102455995,0.188734505,0.342755443,0.095096876,0.855184368,0.029339099,1
0.056358795,0.15526192,0.292693963,0.051232569,0.846307528,0.014083768,2
0.143152659,0.268862544,0.165215517,0.046369606,0.638880414,0.012573486,1
0.081822605,0.186984439,0.261952244,0.154465422,0.853807004,0.058063854,2
0.169016723,0.293699621,0.168513707,0.101307373,0.635354615,0.031752605,1
0.047731346,0.122749145,0.344909334,0.142848731,0.964084455,0.04929217,2
0.108376738,0.248309161,0.179724192,0.060860027,0.667380262,0.017379822,2
0.031991845,0.102270652,0.328497183,0.165175846,0.980779411,0.059809589,2
0.063733782,0.17087226,0.275899499,0.047719189,0.814960915,0.012987648,1
0.095671278,0.165881323,0.339549076,0.190962897,0.885549178,0.072932569,2
0.146814294,0.256000353,0.173098178,0.039839886,0.769473212,0.010600175,1
0.01933246,0.065427715,0.575011256,0.051125179,0.895141066,0.014056641,1
0.109691929,0.223050926,0.314721102,0.200515586,0.656303686,0.078049906,1
0.063899041,0.17089517,0.231670939,0.154997492,0.893964997,0.054922986,2
0.069077664,0.154675588,0.255767671,0.04333693,0.876685629,0.011668727,2
0.055574618,0.143634803,0.308968345,0.041246324,0.855358018,0.014865732,2
0.031481252,0.094085323,0.316863833,0.105942961,0.924884316,0.033560352,1
0.07689027,0.20288245,0.184546135,0.042919282,0.733139556,0.011688243,2
0.032166199,0.124275897,0.260520345,0.008894147,0.888969348,0.002146877,1
0.061425146,0.161704796,0.331358228,0.171187791,0.874598047,0.062781038,2
0.137519756,0.272281596,0.127684781,0.051710609,0.727948648,0.014237021,1
0.080383966,0.177649515,0.331077245,0.199111087,0.723321701,0.125875087,2
0.051245677,0.154708851,0.221112213,0.005183741,0.816722796,0.001233905,1
0.062614437,0.140816488,0.360220991,0.135937331,0.930596104,0.046193695,2
0.240076984,0.377776217,0.144433774,0.12816091,0.495926876,0.042795867,1
0.087605434,0.179993401,0.271904811,0.1731887,0.874698697,0.063779267,1
0.113642855,0.23445117,0.164224344,0.022534433,0.70505023,0.005696392,1
0.057986871,0.157572491,0.287380678,0.051516635,0.843835777,0.014174318,2
0.02867935,0.084699596,0.401571701,0.159949795,0.990510902,0.057278578,2
0.045502883,0.134369533,0.27769283,0.053264539,0.814210355,0.014961214,2
0.104799085,0.202678411,0.223838144,0.081716827,0.846031353,0.02439623,2
0.212508379,0.335723477,0.168880937,0.106646621,0.517230116,0.03386184,1
0.068677439,0.170132915,0.285378412,0.119171279,0.794907416,0.038965979,1
0.183296238,0.304430257,0.356180069,0.376150585,0.65222432,0.196877046,2
0.074269032,0.162227283,0.26827348,0.199133428,0.943082829,0.077307145,2
0.129819985,0.266133091,0.186881709,0.049661637,0.647354774,0.013594785,1
0.382215454,0.407267947,0.368855144,0.330178021,0.444957458,0.161244598,1
0.231568972,0.351809996,0.166999421,0.091699575,0.528865538,0.0285069,2
0.10117663,0.2018256,0.258250783,0.170830457,0.849818171,0.062634972,2
0.097254622,0.184001896,0.442062238,0.40518612,0.765599934,0.221989148,2
0.084831267,0.167117002,0.336995428,0.172188672,0.844911444,0.063288532,2
0.109931753,0.217004418,0.228092411,0.189405338,0.852965468,0.072100777,1
0.134323529,0.230895992,0.314495197,0.251329026,0.789251916,0.108281389,2
0.072344434,0.172078874,0.308800561,0.125586535,0.873259846,0.041684582,2
0.157585755,0.299752223,0.167473819,0.111230226,0.569837521,0.035701791,1
0.055832318,0.148630444,0.296084573,0.170290956,0.916422701,0.062520011,2
0.21396097,0.35781898,0.138266881,0.131007958,0.658999495,0.044024437,1
0.063832174,0.188738237,0.194399222,0.035063632,0.740368933,0.009197924,1
0.213212312,0.332436232,0.150872684,0.103888042,0.531579105,0.032784634,2
0.047460889,0.124260669,0.281156629,0.135214407,0.965286257,0.045861566,1
0.166545971,0.253338175,0.298163759,0.233891162,0.722884022,0.096995366,2
0.104454473,0.224321517,0.210615771,0.029860451,0.696644527,0.007723581,1
0.031064158,0.103380808,0.264294975,0.050825161,0.941588504,0.013950003,1
0.157429829,0.259129628,0.279776676,0.165459751,0.803087267,0.059960228,1
0.10857004,0.220216467,0.22429394,0.110865047,0.692526305,0.037682217,2
0.12277879,0.242015187,0.19713263,0.059047475,0.685525734,0.016600017,2
0.115758218,0.246867022,0.186812536,0.072933648,0.669339087,0.021269002,1
0.256095559,0.404621756,0.292558759,0.335458343,0.560407514,0.16514828,1
0.050747535,0.148373948,0.281928532,0.035202203,0.803104412,0.009242166,1
0.126644216,0.248873875,0.213497319,0.03750251,0.62591166,0.009916079,1
0.024927282,0.102800562,0.298498099,0.008481213,0.887757293,0.002061261,2
0.177244807,0.274473295,0.300008971,0.256223786,0.649976847,0.110634152,1
0.237588555,0.357711838,0.268674956,0.24638324,0.57656618,0.130490261,2
0.073350016,0.188872336,0.201559556,0.054152303,0.795229655,0.015006393,1
0.144448882,0.282170417,0.173277589,0.094185623,0.541350451,0.029009458,1
0.039463496,0.131789406,0.230590239,0.144528991,0.941252212,0.05045142,2
0.08360895,0.171772365,0.413088856,0.400156645,0.838264027,0.251872557,2
0.241427465,0.271121566,0.454887269,0.437328528,0.75108845,0.249342759,1
0.085151975,0.215916017,0.208869201,0.068060845,0.684058815,0.019597631,1
0.224355667,0.292983398,0.309807138,0.249839509,0.658003444,0.106662801,1
0.041343994,0.082386193,0.412934037,0.034548705,0.936738833,0.009055445,1
0.074568621,0.164192082,0.312924335,0.136174627,0.920723475,0.046289521,1
0.12298685,0.250191755,0.184226323,0.062334784,0.659524503,0.017886808,2
0.152530461,0.279008147,0.166320741,0.044446998,0.521368356,0.011993743,1
0.037886668,0.128696911,0.257014994,0.026454634,0.863902639,0.006767851,1
0.114571798,0.216047216,0.184592487,0.078391566,0.78481223,0.023182978,1
0.081376681,0.185436507,0.246551552,0.114720167,0.789999235,0.039107566,2
0.063382874,0.158905423,0.285954038,0.052400681,0.801257997,0.014674608,2
0.057273529,0.153424784,0.246968938,0.049740151,0.84938508,0.013612848,2
0.178835566,0.251156961,0.297917385,0.227464523,0.778511687,0.093215898,1
0.094958653,0.160026954,0.323455083,0.087233037,0.888409672,0.026391521,1
0.089631361,0.198867068,0.258970138,0.140074467,0.743255659,0.055128533,2
0.173555406,0.267889908,0.261036166,0.201652427,0.769424029,0.078648104,1
0.177717186,0.270488966,0.273091523,0.229102512,0.761310871,0.094167839,1
0.064483017,0.169006189,0.23634348,0.065418134,0.806234896,0.026202905,2
0.13630879,0.24999259,0.322680976,0.31394866,0.752114374,0.152580153,2
0.072519015,0.160126873,0.213028134,0.050033719,0.815391096,0.013704627,1
0.099941668,0.217294882,0.192703319,0.042769716,0.736508165,0.012862338,2
0.06090904,0.125397704,0.373192984,0.060296474,0.914320449,0.01699297,1
0.20418332,0.285975804,0.31843143,0.271171341,0.653579669,0.120544277,2
0.267726307,0.341668365,0.490583986,0.532308256,0.463139479,0.342140375,1
0.126438357,0.253126957,0.198183053,0.081654714,0.692471055,0.026413314,2
0.31562887,0.418366227,0.202451533,0.203967677,0.477651947,0.079936864,1
0.123859622,0.220053117,0.198249871,0.063786585,0.765833301,0.018156504,2
0.273560725,0.408805605,0.372330718,0.438798854,0.542006994,0.250689239,2
0.101198237,0.201196976,0.239055596,0.057252962,0.796857578,0.016095128,2
0.367153039,0.409163225,0.350876156,0.365404227,0.444079731,0.188276039,1
0.150994134,0.272159427,0.203540228,0.182588397,0.714413318,0.068563287,1
0.072477846,0.174947108,0.285342368,0.050936049,0.801262248,0.014001002,1
0.073862582,0.172195739,0.276216158,0.152543246,0.882443393,0.053767737,2
0.154859224,0.251120052,0.238811007,0.193866965,0.781779989,0.074501784,2
0.138585332,0.266649361,0.24658524,0.147034893,0.666899377,0.051215895,1
0.108349188,0.235518722,0.166354546,0.075064561,0.756223834,0.022012103,2
0.200104117,0.318894663,0.298595476,0.311624182,0.614206696,0.149713998,2
0.085907473,0.203389156,0.249728306,0.078404789,0.754356142,0.023819877,2
0.10242995,0.116297867,0.6856733,0.675214646,0.721137753,0.601540173,2
0.110809242,0.238435241,0.176085321,0.051002365,0.653464954,0.01406168,2
0.106519539,0.188072149,0.354045914,0.20201096,0.872485667,0.078845986,1
0.15823408,0.238647881,0.299924207,0.115400049,0.803128806,0.037402527,1
0.163814929,0.296941784,0.197476903,0.094047009,0.512534371,0.028952857,1
0.100029433,0.160813805,0.358709851,0.155049049,0.908889688,0.054945159,1
0.081454003,0.187440682,0.219527782,0.044078155,0.775730915,0.011979735,2
0.12010368,0.22551183,0.229131094,0.181853576,0.83040915,0.068177829,1
0.112348026,0.218408009,0.252164153,0.171071778,0.837384592,0.062747695,2
0.069084153,0.172869742,0.260893801,0.026296052,0.801234194,0.006751377,2
0.202273267,0.359934477,0.132192317,0.058631503,0.516183659,0.01645674,1
0.049082456,0.133519884,0.269042995,0.032481633,0.890472149,0.008452438,1
0.110383927,0.236527245,0.211921323,0.067622813,0.666476115,0.019446213,1
0.093431993,0.190018517,0.299839571,0.128094199,0.74522671,0.043248924,2
0.095547396,0.200307969,0.28432624,0.190108187,0.750274411,0.072480024,1
0.167123996,0.286171521,0.15287389,0.059208934,0.662879324,0.017492189,2
0.117390649,0.17967456,0.447619266,0.363298968,0.788724935,0.287227595,2
0.294174675,0.340477401,0.285492268,0.219138374,0.717259492,0.088414373,1
0.19334428,0.286281914,0.358419061,0.294263742,0.602801691,0.135616277,1
0.060896895,0.11850276,0.379196403,0.128328566,0.941027118,0.04285692,1
0.077737095,0.199376358,0.217442872,0.027921556,0.733272604,0.007173489,1
0.317409476,0.405775187,0.256915414,0.233373804,0.434309437,0.096708427,1
0.080003215,0.173354743,0.271246019,0.187384367,0.877406352,0.071124373,2
0.058618494,0.134400545,0.248019362,0.070832002,0.906776935,0.021232033,2
0.075669922,0.161545205,0.320008661,0.140120372,0.925192762,0.048249487,2
0.037455316,0.108054824,0.343426685,0.139743727,0.967779512,0.047883236,1
0.039958012,0.133109551,0.265031131,0.019249902,0.826810182,0.005063767,2
0.234374354,0.298060181,0.432411657,0.430626986,0.603272165,0.243593924,2
0.064030009,0.148757227,0.302330055,0.188203336,0.871504886,0.071478569,1
0.065731602,0.161410629,0.286929362,0.185586643,0.823262139,0.070105699,2
0.098165166,0.203162238,0.199416176,0.059029827,0.841870666,0.01657494,1
0.105207327,0.226165033,0.164456095,0.054981336,0.747357089,0.015282391,2
0.070682923,0.179111082,0.187776523,0.039979646,0.798824239,0.010641591,1
0.091099199,0.1964365,0.405696432,0.412674002,0.84115854,0.22750795,2
0.089706944,0.172921577,0.304455638,0.197015269,0.879304291,0.076631863,2
0.093346194,0.225075891,0.178055546,0.046598491,0.724250119,0.012644305,2
0.051070917,0.133219168,0.275257467,0.070473331,0.860519297,0.021029237,2
0.216926948,0.252787275,0.434341271,0.354142071,0.68126217,0.179419478,1
0.076190041,0.183129182,0.212065267,0.02066458,0.825644467,0.005212002,2
0.103554034,0.186851486,0.479624965,0.426860521,0.770043322,0.239956968,1
0.148777854,0.275518629,0.1488386,0.036635803,0.639694337,0.009666312,1
0.056059424,0.163609325,0.251799743,0.058837055,0.798001576,0.016613926,2
0.122018844,0.217219858,0.268243324,0.148611056,0.838711707,0.051933496,1
0.22005777,0.295089424,0.349613382,0.318651546,0.608770251,0.152791378,1
0.143794693,0.246103952,0.220107044,0.172146031,0.793415478,0.063260228,1
0.071842509,0.171221238,0.27682479,0.04965899,0.825157749,0.013590911,1
0.035397666,0.107058862,0.3862338,0.199412016,0.912700315,0.077432081,1
0.052644008,0.13468331,0.272116516,0.05473353,0.851109714,0.01550281,2
0.124082343,0.258668838,0.203878718,0.118556282,0.59649473,0.039656392,2
0.177619936,0.252191148,0.465432632,0.46112147,0.672019641,0.27129434,2
0.028929354,0.103871116,0.238489389,0.057343273,0.964084385,0.016027251,1
0.131886699,0.248048499,0.340531938,0.282358574,0.627351343,0.127562251,1
0.152225196,0.212547312,0.377013195,0.185086004,0.804453082,0.070122098,2
0.131462869,0.249143806,0.236446429,0.172996836,0.772547355,0.063685402,1
0.086844279,0.194926683,0.21987045,0.029771791,0.701983937,0.007692469,1
0.128808681,0.233898627,0.357203507,0.351467157,0.767053909,0.177339017,2
0.320869662,0.400236381,0.27777028,0.303738952,0.548805436,0.142197891,1
0.14431517,0.277118748,0.173771807,0.05766532,0.67749453,0.016141385,1
0.212198086,0.316882437,0.184695667,0.193399029,0.753835542,0.074217917,1
0.101983586,0.19841634,0.235936342,0.156556131,0.853935579,0.055674557,2
0.061171135,0.161971656,0.240629451,0.161258485,0.885291551,0.057927615,2
0.061623442,0.142041909,0.30791473,0.092698419,0.882725921,0.028735451,2
0.131674047,0.216018332,0.402467439,0.324063172,0.751196179,0.15672299,1
0.100390297,0.225200955,0.234557527,0.124135448,0.700269937,0.045337062,2
0.06664152,0.17964215,0.220931594,0.050795186,0.795688749,0.013947919,1
0.120002806,0.201809352,0.359751075,0.165869199,0.819239274,0.060628762,2
0.36898307,0.377386731,0.33503563,0.320423265,0.64919204,0.154074868,1
0.044194563,0.121410639,0.238795908,0.088971745,0.94598952,0.028489111,2
0.074678663,0.157868767,0.280301482,0.157146701,0.866497637,0.055986547,2
0.044006636,0.129412967,0.365854919,0.045718712,0.882124093,0.012374249,1
0.031349444,0.114146833,0.216100094,0.050385836,0.930686838,0.013813489,1
